"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2018";"0000";"25,1";"26,1";"24,2";"87,0";"";"";"";"";"";"";"974,0";"";"0,0";"45,0";"2,5";"";"0,0"
"01/01/2018";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2018";"0200";"22,1";"22,3";"22,0";"92,0";"";"";"";"";"";"";"975,5";"";"0,0";"180,0";"0,5";"";"0,0"
"01/01/2018";"0300";"21,7";"22,2";"21,4";"92,0";"";"";"";"";"";"";"975,7";"";"0,0";"180,0";"1,7";"";"0,0"
"01/01/2018";"0400";"21,6";"22,1";"21,4";"93,0";"";"";"";"";"";"";"975,3";"";"0,0";"180,0";"1,6";"";"0,0"
"01/01/2018";"0500";"21,6";"22,1";"21,2";"91,0";"";"";"";"";"";"";"974,9";"";"0,0";"180,0";"1,1";"";"0,0"
"01/01/2018";"0600";"21,1";"21,5";"20,9";"93,0";"";"";"";"";"";"";"974,6";"";"0,0";"270,0";"1,7";"";"0,0"
"01/01/2018";"0700";"20,9";"21,5";"20,6";"93,0";"";"";"";"";"";"";"974,5";"";"0,0";"0,0";"1,9";"";"0,0"
"01/01/2018";"0800";"20,9";"21,4";"20,6";"94,0";"";"";"";"";"";"";"974,7";"";"0,0";"315,0";"1,4";"";"0,0"
"01/01/2018";"0900";"21,4";"22,0";"21,2";"93,0";"";"";"";"";"";"";"974,9";"";"0,0";"45,0";"1,7";"5,40";"0,0"
"01/01/2018";"1000";"22,7";"24,4";"21,7";"89,0";"";"";"";"";"";"";"974,8";"";"0,0";"45,0";"2,0";"315,90";"0,0"
"01/01/2018";"1100";"25,3";"26,1";"24,2";"83,0";"";"";"";"";"";"";"975,9";"";"1,0";"45,0";"2,9";"890,10";"0,0"
"01/01/2018";"1200";"25,8";"27,0";"25,2";"83,0";"";"";"";"";"";"";"976,9";"";"1,0";"45,0";"4,0";"1171,80";"0,0"
"01/01/2018";"1300";"27,2";"28,4";"26,4";"80,0";"";"";"";"";"";"";"977,0";"";"1,0";"0,0";"4,8";"1646,10";"0,0"
"01/01/2018";"1400";"28,5";"29,3";"27,8";"77,0";"";"";"";"";"";"";"976,8";"";"2,0";"0,0";"5,5";"2128,50";"0,0"
"01/01/2018";"1500";"29,4";"30,2";"28,8";"73,0";"";"";"";"";"";"";"975,6";"";"2,0";"0,0";"6,6";"2611,80";"0,0"
"01/01/2018";"1600";"27,2";"30,6";"22,3";"77,0";"";"";"";"";"";"";"974,9";"";"3,0";"0,0";"16,5";"2054,40";"4,8"
"01/01/2018";"1700";"25,9";"26,8";"23,3";"84,0";"";"";"";"";"";"";"974,0";"";"1,0";"0,0";"4,6";"1129,50";"0,0"
"01/01/2018";"1800";"24,5";"25,5";"23,8";"87,0";"";"";"";"";"";"";"973,6";"";"1,0";"180,0";"2,9";"216,00";"0,0"
"01/01/2018";"1900";"24,9";"25,8";"24,5";"86,0";"";"";"";"";"";"";"972,5";"";"1,0";"180,0";"3,1";"591,30";"0,0"
"01/01/2018";"2000";"27,0";"28,1";"25,5";"81,0";"";"";"";"";"";"";"972,3";"";"1,0";"135,0";"3,4";"1233,00";"0,0"
"01/01/2018";"2100";"25,6";"26,8";"24,6";"85,0";"";"";"";"";"";"";"971,9";"";"2,0";"90,0";"5,2";"193,50";"0,0"
"01/01/2018";"2200";"24,4";"24,8";"24,2";"88,0";"";"";"";"";"";"";"971,7";"";"1,0";"90,0";"5,1";"103,50";"0,0"
"01/01/2018";"2300";"23,9";"24,5";"23,7";"89,0";"";"";"";"";"";"";"972,5";"";"2,0";"90,0";"4,5";"5,40";"0,0"
