"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2025";"0000";"24,0";"26,1";"23,4";"88,0";"";"";"";"";"";"";"973,7";"";"0,0";"0,0";"1,4";"";"0,0"
"01/01/2025";"0100";"22,9";"23,5";"22,5";"91,0";"";"";"";"";"";"";"974,2";"";"0,0";"225,0";"1,5";"";"0,0"
"01/01/2025";"0200";"22,3";"22,7";"21,9";"93,0";"";"";"";"";"";"";"974,6";"";"0,0";"225,0";"1,1";"";"0,0"
"01/01/2025";"0300";"22,8";"23,7";"22,0";"93,0";"";"";"";"";"";"";"974,7";"";"0,0";"180,0";"2,3";"";"0,0"
"01/01/2025";"0400";"22,6";"23,4";"22,3";"92,0";"";"";"";"";"";"";"974,7";"";"0,0";"180,0";"2,2";"";"0,0"
"01/01/2025";"0500";"22,9";"23,5";"22,2";"91,0";"";"";"";"";"";"";"974,5";"";"0,0";"180,0";"2,1";"";"0,0"
"01/01/2025";"0600";"23,0";"23,3";"22,7";"91,0";"";"";"";"";"";"";"974,3";"";"0,0";"0,0";"1,5";"";"0,0"
"01/01/2025";"0700";"22,7";"23,5";"22,2";"90,0";"";"";"";"";"";"";"974,4";"";"0,0";"135,0";"2,0";"";"0,0"
"01/01/2025";"0800";"22,8";"23,2";"22,4";"90,0";"";"";"";"";"";"";"974,6";"";"0,0";"135,0";"2,6";"";"0,0"
"01/01/2025";"0900";"22,5";"22,9";"22,0";"90,0";"";"";"";"";"";"";"975,1";"";"0,0";"135,0";"2,5";"3,00";"0,0"
"01/01/2025";"1000";"22,7";"24,0";"21,8";"89,0";"";"";"";"";"";"";"975,9";"";"0,0";"135,0";"3,0";"156,80";"0,0"
"01/01/2025";"1100";"25,0";"26,3";"23,9";"81,0";"";"";"";"";"";"";"976,6";"";"2,0";"90,0";"5,1";"532,90";"0,0"
"01/01/2025";"1200";"26,9";"27,7";"26,2";"73,0";"";"";"";"";"";"";"977,1";"";"3,0";"90,0";"6,7";"972,70";"0,0"
"01/01/2025";"1300";"28,0";"28,9";"27,4";"71,0";"";"";"";"";"";"";"977,5";"";"4,0";"90,0";"6,3";"1412,60";"0,0"
"01/01/2025";"1400";"29,6";"30,5";"28,4";"69,0";"";"";"";"";"";"";"977,4";"";"3,0";"45,0";"7,0";"1795,50";"0,0"
"01/01/2025";"1500";"31,1";"32,1";"30,1";"65,0";"";"";"";"";"";"";"977,0";"";"3,0";"45,0";"6,9";"2055,80";"0,0"
"01/01/2025";"1600";"32,4";"33,0";"31,8";"63,0";"";"";"";"";"";"";"976,5";"";"2,0";"0,0";"6,3";"1947,90";"0,0"
"01/01/2025";"1700";"33,4";"34,3";"32,4";"59,0";"";"";"";"";"";"";"975,7";"";"2,0";"0,0";"5,0";"1784,80";"0,0"
"01/01/2025";"1800";"33,1";"34,6";"32,3";"60,0";"";"";"";"";"";"";"974,6";"";"1,0";"0,0";"4,4";"1027,40";"0,0"
"01/01/2025";"1900";"33,8";"34,8";"32,4";"51,0";"";"";"";"";"";"";"973,6";"";"1,0";"315,0";"3,7";"1356,10";"0,0"
"01/01/2025";"2000";"34,2";"34,9";"33,8";"48,0";"";"";"";"";"";"";"972,8";"";"2,0";"270,0";"6,1";"1287,70";"0,0"
"01/01/2025";"2100";"35,3";"35,9";"34,7";"41,0";"";"";"";"";"";"";"972,4";"";"1,0";"225,0";"2,3";"852,30";"0,0"
