"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"06/01/2016";"0000";"24,3";"25,3";"23,9";"95,0";"";"";"";"";"";"";"976,5";"";"0,0";"0,0";"1,9";"";"0,0"
"06/01/2016";"0100";"24,1";"24,8";"23,7";"95,0";"";"";"";"";"";"";"977,6";"";"0,0";"0,0";"2,2";"";"0,0"
"06/01/2016";"0200";"23,9";"24,5";"23,6";"96,0";"";"";"";"";"";"";"977,5";"";"0,0";"135,0";"1,3";"";"0,0"
"06/01/2016";"0300";"23,9";"24,5";"23,6";"96,0";"";"";"";"";"";"";"976,9";"";"1,0";"0,0";"2,4";"";"0,0"
"06/01/2016";"0400";"23,8";"24,5";"23,4";"96,0";"";"";"";"";"";"";"976,3";"";"0,0";"45,0";"1,7";"";"0,0"
"06/01/2016";"0500";"23,8";"24,4";"23,5";"96,0";"";"";"";"";"";"";"975,8";"";"0,0";"45,0";"1,7";"";"0,0"
"06/01/2016";"0600";"23,7";"24,3";"23,4";"96,0";"";"";"";"";"";"";"975,5";"";"0,0";"180,0";"1,3";"";"0,0"
"06/01/2016";"0700";"23,7";"24,4";"23,3";"95,0";"";"";"";"";"";"";"975,6";"";"0,0";"180,0";"2,0";"";"0,0"
"06/01/2016";"0800";"24,0";"24,8";"23,6";"95,0";"";"";"";"";"";"";"976,5";"";"1,0";"180,0";"2,7";"0,90";"0,0"
"06/01/2016";"0900";"24,2";"25,0";"23,6";"96,0";"";"";"";"";"";"";"977,3";"";"1,0";"0,0";"3,8";"27,00";"0,2"
"06/01/2016";"1000";"24,2";"25,3";"23,0";"95,0";"";"";"";"";"";"";"978,0";"";"2,0";"315,0";"4,7";"40,50";"18,4"
"06/01/2016";"1100";"23,2";"23,9";"22,8";"98,0";"";"";"";"";"";"";"979,1";"";"1,0";"0,0";"3,1";"12,60";"14,2"
"06/01/2016";"1200";"22,8";"23,7";"22,4";"98,0";"";"";"";"";"";"";"979,3";"";"1,0";"90,0";"4,3";"39,60";"4,4"
"06/01/2016";"1300";"23,0";"24,5";"22,5";"98,0";"";"";"";"";"";"";"978,9";"";"1,0";"180,0";"3,6";"546,30";"2,6"
"06/01/2016";"1400";"25,9";"28,2";"23,6";"92,0";"";"";"";"";"";"";"978,5";"";"1,0";"90,0";"3,8";"2904,00";"0,0"
"06/01/2016";"1500";"27,8";"28,7";"27,1";"81,0";"";"";"";"";"";"";"978,2";"";"2,0";"135,0";"4,4";"1598,40";"0,0"
"06/01/2016";"1600";"25,8";"27,8";"24,4";"88,0";"";"";"";"";"";"";"978,1";"";"2,0";"225,0";"6,1";"68,40";"0,0"
"06/01/2016";"1700";"24,2";"25,2";"23,7";"95,0";"";"";"";"";"";"";"977,6";"";"1,0";"270,0";"4,2";"46,80";"0,2"
"06/01/2016";"1800";"23,8";"24,5";"23,5";"96,0";"";"";"";"";"";"";"976,7";"";"1,0";"225,0";"2,5";"121,50";"3,8"
"06/01/2016";"1900";"24,1";"25,0";"23,4";"97,0";"";"";"";"";"";"";"975,7";"";"1,0";"135,0";"2,3";"351,90";"1,8"
"06/01/2016";"2000";"24,9";"25,9";"24,2";"94,0";"";"";"";"";"";"";"974,8";"";"1,0";"180,0";"3,0";"643,50";"0,0"
"06/01/2016";"2100";"25,7";"26,4";"25,1";"90,0";"";"";"";"";"";"";"975,2";"";"1,0";"180,0";"2,4";"256,50";"0,0"
"06/01/2016";"2200";"25,0";"25,9";"24,3";"94,0";"";"";"";"";"";"";"975,7";"";"0,0";"135,0";"2,3";"22,50";"0,0"
"06/01/2016";"2300";"24,2";"25,0";"23,6";"95,0";"";"";"";"";"";"";"976,4";"";"0,0";"45,0";"1,4";"";"0,0"
"07/01/2016";"0000";"23,7";"24,4";"23,3";"97,0";"";"";"";"";"";"";"976,9";"";"0,0";"0,0";"1,8";"";"0,0"
"07/01/2016";"0100";"23,3";"24,0";"22,9";"98,0";"";"";"";"";"";"";"977,3";"";"0,0";"180,0";"1,7";"";"0,0"
"07/01/2016";"0200";"23,1";"23,7";"22,7";"98,0";"";"";"";"";"";"";"977,1";"";"0,0";"90,0";"2,0";"";"0,0"
"07/01/2016";"0300";"23,0";"23,6";"22,6";"98,0";"";"";"";"";"";"";"976,7";"";"0,0";"180,0";"1,3";"0,90";"0,0"
"07/01/2016";"0400";"22,7";"23,4";"22,3";"98,0";"";"";"";"";"";"";"975,9";"";"0,0";"135,0";"1,3";"";"0,0"
"07/01/2016";"0500";"22,5";"23,1";"22,1";"98,0";"";"";"";"";"";"";"975,4";"";"0,0";"225,0";"1,9";"";"0,0"
"07/01/2016";"0600";"22,2";"22,9";"21,8";"98,0";"";"";"";"";"";"";"975,2";"";"0,0";"135,0";"1,4";"";"0,0"
"07/01/2016";"0700";"22,0";"22,6";"21,7";"98,0";"";"";"";"";"";"";"975,1";"";"0,0";"225,0";"2,0";"";"0,0"
"07/01/2016";"0800";"21,9";"22,7";"21,5";"98,0";"";"";"";"";"";"";"975,2";"";"0,0";"180,0";"1,7";"1,80";"0,0"
"07/01/2016";"0900";"22,1";"23,2";"21,5";"99,0";"";"";"";"";"";"";"975,6";"";"0,0";"180,0";"1,1";"143,10";"0,0"
"07/01/2016";"1000";"24,6";"26,3";"22,5";"93,0";"";"";"";"";"";"";"976,3";"";"0,0";"180,0";"1,6";"772,20";"0,0"
"07/01/2016";"1100";"26,3";"27,3";"25,5";"88,0";"";"";"";"";"";"";"976,6";"";"1,0";"180,0";"2,2";"781,20";"0,0"
"07/01/2016";"1200";"27,9";"30,1";"26,4";"81,0";"";"";"";"";"";"";"976,9";"";"0,0";"135,0";"2,3";"1278,00";"0,0"
"07/01/2016";"1300";"30,2";"31,6";"29,0";"70,0";"";"";"";"";"";"";"976,9";"";"1,0";"135,0";"3,0";"3006,90";"0,0"
"07/01/2016";"1400";"31,3";"32,7";"30,5";"67,0";"";"";"";"";"";"";"976,8";"";"1,0";"45,0";"3,2";"3364,20";"0,0"
"07/01/2016";"1500";"31,4";"32,5";"30,6";"66,0";"";"";"";"";"";"";"976,5";"";"1,0";"90,0";"4,0";"3174,00";"0,0"
"07/01/2016";"1600";"32,3";"34,2";"30,8";"63,0";"";"";"";"";"";"";"975,4";"";"1,0";"225,0";"2,7";"2767,20";"0,0"
"07/01/2016";"1700";"32,9";"34,7";"31,7";"59,0";"";"";"";"";"";"";"974,3";"";"1,0";"45,0";"2,7";"2277,00";"0,0"
"07/01/2016";"1800";"32,1";"33,9";"31,2";"64,0";"";"";"";"";"";"";"973,3";"";"1,0";"90,0";"2,3";"1175,40";"0,0"
"07/01/2016";"1900";"33,4";"34,9";"31,8";"59,0";"";"";"";"";"";"";"972,8";"";"1,0";"225,0";"3,7";"2293,20";"0,0"
"07/01/2016";"2000";"32,9";"34,5";"30,1";"62,0";"";"";"";"";"";"";"972,4";"";"2,0";"225,0";"7,4";"1650,60";"0,0"
"07/01/2016";"2100";"30,2";"31,4";"29,4";"72,0";"";"";"";"";"";"";"972,7";"";"2,0";"180,0";"5,5";"705,60";"0,0"
"07/01/2016";"2200";"28,5";"29,9";"27,5";"79,0";"";"";"";"";"";"";"973,6";"";"2,0";"180,0";"6,2";"115,20";"0,0"
"07/01/2016";"2300";"26,6";"28,1";"25,9";"87,0";"";"";"";"";"";"";"974,0";"";"1,0";"0,0";"6,0";"";"0,0"
"08/01/2016";"0000";"25,7";"26,6";"25,2";"92,0";"";"";"";"";"";"";"974,4";"";"0,0";"0,0";"1,6";"";"0,0"
"08/01/2016";"0100";"25,3";"26,1";"24,8";"94,0";"";"";"";"";"";"";"974,6";"";"1,0";"180,0";"2,2";"0,90";"0,0"
"08/01/2016";"0200";"24,7";"25,5";"24,2";"96,0";"";"";"";"";"";"";"974,4";"";"0,0";"180,0";"2,2";"0,90";"0,0"
"08/01/2016";"0300";"24,4";"25,2";"23,9";"96,0";"";"";"";"";"";"";"974,0";"";"1,0";"225,0";"2,4";"";"0,0"
"08/01/2016";"0400";"23,9";"24,7";"23,5";"97,0";"";"";"";"";"";"";"973,8";"";"0,0";"270,0";"1,4";"";"0,0"
"08/01/2016";"0500";"23,6";"24,3";"23,1";"97,0";"";"";"";"";"";"";"973,4";"";"0,0";"180,0";"0,8";"";"0,0"
"08/01/2016";"0600";"23,2";"24,0";"22,8";"97,0";"";"";"";"";"";"";"972,9";"";"0,0";"180,0";"1,5";"";"0,0"
"08/01/2016";"0700";"22,7";"23,5";"22,4";"97,0";"";"";"";"";"";"";"973,0";"";"0,0";"225,0";"1,2";"";"0,0"
"08/01/2016";"0800";"22,8";"23,9";"22,2";"98,0";"";"";"";"";"";"";"973,5";"";"0,0";"0,0";"2,3";"2,70";"0,0"
"08/01/2016";"0900";"23,6";"25,5";"22,5";"94,0";"";"";"";"";"";"";"974,0";"";"0,0";"90,0";"1,6";"234,90";"0,0"
"08/01/2016";"1000";"26,1";"27,4";"25,0";"84,0";"";"";"";"";"";"";"974,4";"";"0,0";"45,0";"2,2";"812,70";"0,0"
"08/01/2016";"1100";"28,2";"29,5";"26,7";"78,0";"";"";"";"";"";"";"974,8";"";"1,0";"90,0";"4,5";"1478,70";"0,0"
"08/01/2016";"1200";"30,0";"31,6";"28,9";"71,0";"";"";"";"";"";"";"975,2";"";"3,0";"90,0";"7,2";"2247,30";"0,0"
"08/01/2016";"1300";"31,6";"33,3";"30,4";"64,0";"";"";"";"";"";"";"975,1";"";"3,0";"45,0";"7,6";"2837,70";"0,0"
"08/01/2016";"1400";"32,2";"33,7";"31,5";"60,0";"";"";"";"";"";"";"974,9";"";"3,0";"45,0";"6,1";"2602,80";"0,0"
"08/01/2016";"1500";"33,6";"35,0";"32,7";"54,0";"";"";"";"";"";"";"974,6";"";"3,0";"45,0";"5,8";"3336,30";"0,0"
"08/01/2016";"1600";"34,3";"35,5";"33,3";"52,0";"";"";"";"";"";"";"973,9";"";"2,0";"45,0";"6,1";"2958,30";"0,0"
"08/01/2016";"1700";"34,5";"35,8";"33,7";"49,0";"";"";"";"";"";"";"972,5";"";"2,0";"90,0";"5,8";"2604,60";"0,0"
"08/01/2016";"1800";"35,0";"36,0";"34,4";"45,0";"";"";"";"";"";"";"971,7";"";"2,0";"45,0";"5,9";"2475,00";"0,0"
"08/01/2016";"1900";"34,5";"35,8";"33,8";"49,0";"";"";"";"";"";"";"971,1";"";"2,0";"90,0";"4,9";"1528,20";"0,0"
"08/01/2016";"2000";"34,7";"35,7";"33,4";"48,0";"";"";"";"";"";"";"970,9";"";"2,0";"90,0";"3,7";"1286,10";"0,0"
"08/01/2016";"2100";"31,9";"34,1";"30,6";"64,0";"";"";"";"";"";"";"971,4";"";"0,0";"135,0";"2,7";"227,70";"0,0"
